"time{s}","chassis\zChassis","wheel\zWheel","ground\zGround","chassis1\zChassis","wheel1\zWheel","ground1\zGround"
0,1,0.5,0,1.00000000000008,0.500000004903325,0
0.01,1,0.5,0,1.00000175542024,0.500161334129386,0
0.02,1,0.5,0,1.00000592758861,0.500244664527112,0
0.03,1,0.5,0,1.00000984004149,0.50021487556319,0
0.04,1,0.5,0,1.00001142352951,0.500110282671612,0
0.05,1,0.5,0,1.00000990581768,0.499989813217472,0
0.06,1,0.5,0,1.00000581493191,0.499904722617919,0
0.07,1,0.5,0,1.00000046776339,0.499880144484645,0
0.08,1,0.5,0,0.999995268021612,0.499911334437586,0
0.09,1,0.5,0,0.999991136191786,0.499972615605632,0
0.1,1,0.5,0,0.999988265620977,0.500032483801721,0
0.11,1,0.5,0,0.999986223984978,0.500067442816627,0
0.12,1,0.5,0,0.999984278278429,0.500069400170565,0
0.13,1,0.5,0,0.999981761926656,0.500045222817564,0
0.14,1,0.5,0,0.999978328883188,0.500010483401817,0
0.15,1,0.5,0,0.999974020964738,0.499981244132109,0
0.16,1,0.5,0,0.999969165965299,0.499967591006788,0
0.17,1,0.5,0,0.999964186846436,0.499971060654723,0
0.18,1,0.5,0,0.999959418461203,0.49998605616473,0
0.19,1,0.5,0,0.999955002469326,0.500003748333764,0
0.2,1,0.5,0,0.999950883469567,0.500016331836733,0
0.21,1,0.5,0,0.999946883909253,0.500019869565376,0
0.22,1,0.5,0,0.999942809494427,0.500014934594311,0
0.23,1,0.5,0,0.999938536187745,0.500005317033095,0
0.24,1,0.5,0,0.999934048734356,0.499995764883293,0
0.25,1,0.5,0,0.999929426933445,0.499989880657086,0
0.26,1,0.5,0,0.999924797428795,0.499988968524807,0
0.27,1,0.5,0,0.999920278220341,0.499992062904565,0
0.28,1,0.5,0,0.999915939541605,0.499996847662671,0
0.29,1,0.5,0,0.999911792683863,0.500000891779734,0
0.3,1,0.5,0,0.999907804559484,0.500002638056785,0
0.31,1,0.5,0,0.999903926143602,0.500001812382649,0
0.32,1,0.5,0,0.999900120253434,0.499999228842456,0
0.33,1,0.5,0,0.999896377827775,0.499996210664489,0
0.34,1,0.5,0,0.999892718981133,0.499993946839154,0
0.35,1,0.5,0,0.999889182009187,0.499993054005541,0
0.36,1,0.5,0,0.999885807535478,0.499993468258013,0
0.37,1,0.5,0,0.999882625210248,0.499994631591222,0
0.38,1,0.5,0,0.999879647610962,0.499995829557325,0
0.39,1,0.5,0,0.999876872047723,0.499996510858324,0
0.4,1,0.5,0,0.999874287686089,0.499996466789508,0
