t,pos1,pos2
1.032332314,0.003927316,0.108165736
1.032432314,0.003958532,0.108527627
1.032532314,0.00398987,0.108887983
1.032632314,0.00402133,0.109246792
1.032732314,0.004052911,0.109604045
1.032832314,0.004084613,0.109959732
1.032932314,0.004116435,0.110313841
1.033032314,0.004148378,0.110666362
1.033132314,0.004180441,0.111017286
1.033232314,0.004212624,0.111366602
1.033332314,0.004244926,0.1117143
1.033432314,0.004277347,0.112060371
1.033532314,0.004309887,0.112404804
1.033632314,0.004342545,0.112747591
1.033732314,0.004375322,0.11308872
1.033832314,0.004408216,0.113428184
1.033932314,0.004441228,0.113765972
1.034032314,0.004474357,0.114102075
1.034132314,0.004507603,0.114436484
1.034232314,0.004540966,0.11476919
1.034332314,0.004574444,0.115100184
1.034432314,0.004608038,0.115429456
1.034532314,0.004641748,0.115756998
1.034632314,0.004675573,0.116082801
1.034732314,0.004709512,0.116406857
1.034832314,0.004743566,0.116729156
1.034932314,0.004777734,0.117049691
1.035032314,0.004812016,0.117368453
1.035132314,0.004846411,0.117685434
1.035232314,0.004880918,0.118000625
1.035332314,0.004915539,0.118314018
1.035432314,0.004950271,0.118625606
1.035532314,0.004985115,0.11893538
1.035632314,0.005020071,0.119243332
1.035732314,0.005055138,0.119549456
1.035832314,0.005090315,0.119853742
1.035932314,0.005125603,0.120156185
1.036032314,0.005161001,0.120456775
1.036132314,0.005196508,0.120755507
1.036232314,0.005232124,0.121052371
1.036332314,0.005267849,0.121347363
1.036432314,0.005303682,0.121640473
1.036532314,0.005339623,0.121931696
1.036632314,0.005375672,0.122221024
1.036732314,0.005411828,0.122508451
1.036832314,0.00544809,0.12279397
1.036932314,0.005484459,0.123077574
1.037032314,0.005520933,0.123359257
1.037132314,0.005557514,0.123639013
1.037232314,0.005594199,0.123916834
1.037332314,0.005630988,0.124192716
1.037432314,0.005667882,0.124466651
1.037532314,0.00570488,0.124738633
1.037632314,0.005741981,0.125008658
1.037732314,0.005779185,0.125276718
1.037832314,0.005816491,0.125542809
1.037932314,0.0058539,0.125806924
1.038032314,0.00589141,0.126069058
1.038132314,0.005929021,0.126329205
1.038232314,0.005966733,0.126587361
1.038332314,0.006004546,0.126843519
1.038432314,0.006042458,0.127097675
1.038532314,0.00608047,0.127349824
1.038632314,0.00611858,0.12759996
1.038732314,0.00615679,0.127848078
1.038832314,0.006195097,0.128094175
1.038932314,0.006233502,0.128338245
1.039032314,0.006272004,0.128580283
1.039132314,0.006310603,0.128820285
1.039232314,0.006349298,0.129058247
1.039332314,0.006388089,0.129294164
1.039432314,0.006426975,0.129528032
1.039532314,0.006465956,0.129759846
1.039632314,0.006505031,0.129989604
1.039732314,0.006544201,0.1302173
1.039832314,0.006583464,0.130442932
1.039932314,0.00662282,0.130666495
1.040032314,0.006662268,0.130887985
1.040132314,0.006701809,0.131107399
1.040232314,0.006741441,0.131324734
1.040332314,0.006781164,0.131539985
1.040432314,0.006820978,0.131753151
1.040532314,0.006860882,0.131964227
1.040632314,0.006900876,0.13217321
1.040732314,0.006940959,0.132380098
1.040832314,0.006981131,0.132584888
1.040932314,0.00702139,0.132787576
1.041032314,0.007061738,0.13298816
1.041132314,0.007102173,0.133186637
1.041232314,0.007142695,0.133383006
1.041332314,0.007183303,0.133577262
1.041432314,0.007223996,0.133769404
1.041532314,0.007264775,0.13395943
1.041632314,0.007305639,0.134147337
1.041732314,0.007346587,0.134333124
1.041832314,0.007387619,0.134516788
1.041932314,0.007428734,0.134698327
1.042032314,0.007469932,0.13487774
1.042132314,0.007511213,0.135055025
1.042232314,0.007552575,0.13523018
1.042332314,0.007594018,0.135403204
1.042432314,0.007635543,0.135574095
1.042532314,0.007677147,0.135742852
1.042632314,0.007718832,0.135909473
1.042732314,0.007760595,0.136073958
1.042832314,0.007802438,0.136236305
1.042932314,0.007844358,0.136396514
1.043032314,0.007886357,0.136554583
1.043132314,0.007928433,0.136710511
1.043232314,0.007970585,0.136864298
1.043332314,0.008012814,0.137015943
1.043432314,0.008055118,0.137165446
1.043532314,0.008097498,0.137312806
1.043632314,0.008139952,0.137458023
1.043732314,0.00818248,0.137601096
1.043832314,0.008225082,0.137742026
1.043932314,0.008267758,0.137880811
1.044032314,0.008310505,0.138017453
1.044132314,0.008353325,0.138151951
1.044232314,0.008396217,0.138284305
1.044332314,0.008439179,0.138414515
1.044432314,0.008482213,0.138542583
1.044532314,0.008525316,0.138668507
1.044632314,0.008568488,0.13879229
1.044732314,0.00861173,0.138913931
1.044832314,0.00865504,0.13903343
1.044932314,0.008698418,0.13915079
1.045032314,0.008741863,0.13926601
1.045132314,0.008785375,0.139379091
1.045232314,0.008828954,0.139490035
1.045332314,0.008872598,0.139598843
1.045432314,0.008916308,0.139705515
1.045532314,0.008960083,0.139810053
1.045632314,0.009003921,0.139912459
1.045732314,0.009047824,0.140012733
1.045832314,0.00909179,0.140110877
1.045932314,0.009135818,0.140206894
1.046032314,0.009179908,0.140300784
1.046132314,0.00922406,0.140392549
1.046232314,0.009268274,0.140482191
1.046332314,0.009312547,0.140569712
1.046432314,0.009356881,0.140655115
1.046532314,0.009401274,0.1407384
